0,300
1,300
2,151
3,300
4,300
5,300
6,291
7,300
8,286
9,213
10,300
11,300
12,300
13,300
14,300
15,300
16,300
17,291
18,300
19,177
20,300
21,231
22,300
23,300
24,216
25,300
26,300
27,300
28,300
29,300
30,300
31,300
32,300
33,145
34,300
35,249
36,300
37,300
38,177
39,114
40,224
41,300
42,129
43,114
44,247
45,300
46,300
47,300
48,180
49,88
50,300
51,300
52,300
53,150
54,300
55,196
56,237
57,191
58,233
59,133
60,300
61,225
62,210
63,217
64,300
65,219
66,188
67,300
68,152
69,300
70,56
71,300
72,136
73,300
74,163
75,200
76,300
77,111
78,300
79,90
80,136
81,66
82,97
83,282
84,300
85,104
86,263
87,159
88,245
89,231
90,291
91,150
92,166
93,196
94,300
95,300
96,161
97,234
98,213
99,198
100,215
101,186
102,197
103,300
104,204
105,238
106,300
107,90
108,257
109,165
110,190
111,213
112,137
113,248
114,300
115,300
116,149
117,227
118,151
119,184
120,300
121,152
122,204
123,74
124,300
125,300
126,300
127,102
128,279
129,80
130,264
131,227
132,121
133,171
134,182
135,269
136,215
137,165
138,210
139,55
140,278
141,82
142,276
143,295
144,249
145,83
146,271
147,229
148,115
149,185
150,150
151,209
152,96
153,152
154,215
155,296
156,225
157,208
158,262
159,197
160,171
161,203
162,71
163,197
164,59
165,55
166,90
167,222
168,300
169,161
170,230
171,96
172,166
173,146
174,300
175,197
176,259
177,219
178,104
179,139
180,173
181,281
182,83
183,210
184,204
185,164
186,217
187,143
188,265
189,77
190,293
191,238
192,300
193,122
194,129
195,300
196,210
197,108
198,109
199,78
200,93
201,78
202,104
203,183
204,186
205,127
206,152
207,165
208,223
209,152
210,122
211,149
212,91
213,191
214,209
215,161
216,169
217,145
218,129
219,188
220,182
221,266
222,125
223,180
224,36
225,211
226,41
227,185
228,129
229,119
230,196
231,132
232,88
233,153
234,137
235,97
236,300
237,123
238,70
239,76
240,127
241,78
242,102
243,300
244,94
245,232
246,290
247,250
248,300
249,156
250,195
251,182
252,160
253,152
254,130
255,124
256,84
257,168
258,223
259,76
260,146
261,88
262,239
263,107
264,195
265,111
266,201
267,99
268,203
269,212
270,49
271,84
272,158
273,216
274,202
275,69
276,100
277,87
278,57
279,154
280,100
281,134
282,74
283,143
284,89
285,49
286,213
287,77
288,163
289,235
290,138
291,92
292,167
293,145
294,60
295,243
296,254
297,88
298,79
299,179
300,125
301,242
302,112
303,123
304,266
305,208
306,85
307,110
308,109
309,245
310,220
311,300
312,142
313,105
314,65
315,167
316,147
317,107
318,229
319,193
320,218
321,87
322,77
323,114
324,165
325,115
326,174
327,125
328,122
329,67
330,72
331,228
332,83
333,171
334,189
335,74
336,68
337,95
338,153
339,166
340,300
341,97
342,34
343,157
344,300
345,173
346,129
347,259
348,42
349,144
350,73
351,171
352,139
353,113
354,123
355,274
356,166
357,87
358,57
359,97
360,179
361,129
362,174
363,101
364,77
365,141
366,127
367,108
368,300
369,80
370,75
371,38
372,106
373,90
374,145
375,129
376,115
377,246
378,139
379,136
380,195
381,97
382,123
383,176
384,106
385,48
386,142
387,147
388,224
389,99
390,200
391,112
392,115
393,97
394,141
395,245
396,200
397,197
398,300
399,96
400,70
401,274
402,76
403,300
404,175
405,110
406,36
407,173
408,52
409,111
410,59
411,67
412,73
413,121
414,239
415,300
416,49
417,153
418,221
419,227
420,86
421,113
422,78
423,88
424,111
425,53
426,166
427,100
428,175
429,52
430,85
431,114
432,53
433,146
434,200
435,161
436,72
437,38
438,90
439,17
440,151
441,153
442,72
443,161
444,118
445,172
446,192
447,71
448,170
449,128
450,64
451,182
452,56
453,94
454,50
455,266
456,54
457,174
458,33
459,80
460,99
461,55
462,133
463,132
464,105
465,160
466,300
467,102
468,300
469,113
470,103
471,206
472,192
473,226
474,164
475,85
476,61
477,39
478,226
479,176
480,300
481,127
482,78
483,91
484,135
485,300
486,165
487,185
488,60
489,124
490,203
491,117
492,104
493,99
494,87
495,159
496,110
497,53
498,58
499,127
500,152
501,106
502,300
503,92
504,105
505,61
506,177
507,80
508,105
509,48
510,65
511,104
512,84
513,101
514,21
515,79
516,279
517,300
518,181
519,300
520,122
521,216
522,70
523,114
524,71
525,86
526,221
527,122
528,49
529,102
530,300
531,77
532,51
533,30
534,120
535,260
536,82
537,50
538,64
539,120
540,147
541,109
542,67
543,138
544,169
545,161
546,300
547,66
548,149
549,95
550,212
551,114
552,109
553,48
554,134
555,118
556,209
557,133
558,285
559,164
560,125
561,179
562,86
563,81
564,226
565,130
566,108
567,97
568,230
569,114
570,107
571,73
572,87
573,146
574,92
575,88
576,171
577,98
578,73
579,57
580,109
581,120
582,98
583,120
584,104
585,47
586,165
587,196
588,148
589,93
590,48
591,77
592,37
593,172
594,98
595,45
596,216
597,191
598,93
599,72
600,117
601,145
602,52
603,57
604,136
605,161
606,80
607,133
608,45
609,81
610,151
611,196
612,73
613,96
614,87
615,206
616,232
617,62
618,63
619,286
620,77
621,44
622,156
623,89
624,74
625,86
626,143
627,40
628,41
629,72
630,181
631,241
632,42
633,86
634,127
635,83
636,90
637,102
638,52
639,141
640,87
641,139
642,194
643,109
644,204
645,27
646,162
647,75
648,252
649,181
650,61
651,84
652,46
653,122
654,171
655,239
656,92
657,122
658,40
659,120
660,119
661,56
662,238
663,106
664,100
665,101
666,121
667,148
668,24
669,170
670,262
671,141
672,188
673,242
674,66
675,159
676,242
677,168
678,111
679,79
680,119
681,149
682,206
683,138
684,79
685,171
686,79
687,227
688,78
689,98
690,55
691,69
692,146
693,40
694,50
695,300
696,54
697,53
698,94
699,129
700,103
701,42
702,90
703,138
704,93
705,134
706,41
707,50
708,117
709,91
710,133
711,63
712,262
713,97
714,72
715,48
716,150
717,69
718,139
719,142
720,43
721,56
722,74
723,184
724,165
725,77
726,197
727,78
728,171
729,101
730,76
731,97
732,105
733,98
734,139
735,192
736,153
737,300
738,114
739,105
740,253
741,42
742,162
743,114
744,300
745,212
746,208
747,71
748,67
749,99
750,82
751,95
752,115
753,116
754,88
755,57
756,142
757,131
758,142
759,154
760,111
761,100
762,66
763,300
764,73
765,95
766,128
767,222
768,61
769,93
770,76
771,300
772,137
773,100
774,289
775,76
776,116
777,73
778,203
779,135
780,39
781,260
782,218
783,205
784,173
785,80
786,300
787,54
788,149
789,165
790,94
791,86
792,136
793,272
794,67
795,89
796,115
797,191
798,116
799,169
800,127
801,122
802,47
803,105
804,70
805,121
806,213
807,95
808,35
809,37
810,117
811,145
812,79
813,80
814,83
815,107
816,68
817,300
818,82
819,82
820,69
821,42
822,95
823,69
824,108
825,136
826,139
827,67
828,73
829,88
830,136
831,65
832,132
833,259
834,97
835,134
836,213
837,157
838,98
839,133
840,42
841,125
842,222
843,211
844,225
845,226
846,156
847,94
848,261
849,238
850,216
851,48
852,84
853,79
854,100
855,62
856,97
857,90
858,43
859,39
860,262
861,96
862,71
863,100
864,89
865,161
866,82
867,41
868,98
869,300
870,117
871,114
872,78
873,106
874,105
875,56
876,93
877,32
878,116
879,58
880,71
881,36
882,27
883,134
884,119
885,95
886,38
887,84
888,60
889,67
