0,266
1,201
2,131
3,241
4,300
5,95
6,300
7,300
8,174
9,93
10,132
11,102
12,168
13,300
14,300
15,202
16,191
17,105
18,121
19,104
20,300
21,47
22,131
23,218
24,192
25,151
26,237
27,141
28,224
29,130
30,129
31,75
32,300
33,80
34,253
35,300
36,162
37,300
38,244
39,151
40,31
41,111
42,54
43,244
44,213
45,119
46,211
47,151
48,36
49,72
50,155
51,89
52,100
53,226
54,36
55,98
56,141
57,76
58,98
59,300
60,170
61,94
62,97
63,81
64,60
65,203
66,37
67,69
68,300
69,115
70,111
71,135
72,115
73,186
74,54
75,30
76,119
77,16
78,65
79,76
80,108
81,184
82,89
83,300
84,94
85,37
86,112
87,93
88,58
89,284
90,71
91,97
92,234
93,32
94,36
95,25
96,103
97,86
98,51
99,192
100,59
101,103
102,99
103,132
104,141
105,57
106,96
107,96
108,47
109,153
110,165
111,84
112,52
113,33
114,61
115,18
116,207
117,120
118,32
119,79
120,124
121,76
122,81
123,114
124,152
125,79
126,69
127,53
128,56
129,27
130,61
131,190
132,58
133,73
134,80
135,52
136,65
137,30
138,104
139,71
140,132
141,43
142,107
143,36
144,52
145,115
146,86
147,61
148,86
149,42
150,105
151,40
152,64
153,111
154,149
155,33
156,87
157,126
158,35
159,45
160,102
161,27
162,106
163,29
164,37
165,44
166,162
167,46
168,55
169,85
170,88
171,13
172,85
173,29
174,69
175,54
176,115
177,93
178,111
179,74
180,57
181,32
182,31
183,109
184,35
185,66
186,52
187,181
188,53
189,88
190,93
191,63
192,64
193,37
194,89
195,122
196,58
197,34
198,16
199,59
200,103
201,163
202,51
203,30
204,121
205,26
206,53
207,90
208,47
209,57
210,58
211,90
212,88
213,45
214,155
215,34
216,183
217,16
218,60
219,44
220,35
221,43
222,79
223,38
224,61
225,122
226,68
227,27
228,56
229,71
230,41
231,113
232,49
233,54
234,49
235,46
236,66
237,69
238,36
239,24
240,40
241,32
242,57
243,62
244,25
245,100
246,218
247,36
248,35
249,18
250,141
251,32
252,22
253,15
254,58
255,49
256,75
257,64
258,32
259,25
260,65
261,27
262,79
263,27
264,72
265,51
266,43
267,30
268,81
269,25
270,46
271,66
272,91
273,56
274,78
275,63
276,30
277,104
278,33
279,49
280,40
281,59
282,17
283,33
284,51
285,52
286,55
287,30
288,87
289,19
290,46
291,84
